Normal_Feature1,Normal_Feature2,Skewed_Feature1,Skewed_Feature2
54.96714153011233,81.08674068497433,20.764492232437235,6.0065250429455705
48.61735698828815,113.76792920582164,16.91563442402839,9.550796162170755
56.47688538100692,131.8323429551895,8.804135193036123,17.846355002866105
65.23029856408026,115.4869789082672,86.12391544339624,6.241234196305458
47.658466252766644,77.2094505106898,18.616660169344186,19.57124491094175
47.6586304305082,92.73648890700623,5.4158905751359985,10.532720785596224
65.79212815507391,119.00366723779933,2.1468600924977372,16.06134733029689
57.67434729152909,89.38495801571828,3.3177658517965174,11.45850790182224
45.30525614065048,106.65729142219342,5.646136987902819,6.975999505246663
55.42560043585965,111.61951080144006,3.5032974990858805,59.30534442304407
45.365823071875376,86.09604292632875,4.129834909091608,28.845090074652724
45.34270246429743,99.10711965907299,6.7121169643089305,3.0190899624604173
52.41962271566034,51.38098989896391,3.80804867325774,40.570098554386476
30.86719755342202,84.63418537998565,45.415028987118305,13.36640659323833
32.75082167486967,96.2114777291026,1.672714251840003,44.99078980579487
44.37712470759027,81.28325227052726,14.868247002254053,32.17428907859801
39.87168879665576,124.48616955897452,10.566111129786046,11.075132385172147
53.142473325952736,78.54787933059052,80.7728433203184,0.4545117895508023
40.91975924478789,93.39933269954524,2.376546913948098,6.258010955529734
35.87696298664709,101.96110865929137,10.14515987484861,15.601755113595924
64.65648768921554,121.61909933599173,69.7811932825343,20.073946638690728
47.74223699513465,78.46206773230841,40.12488123936309,5.965093598578778
50.67528204687924,117.4474562823244,33.97326068072359,3.0014883766143106
35.75251813786544,100.1534959152938,5.9655016706700925,36.02774174324783
44.556172754748175,85.27737023428074,3.74799065572975,83.21248326374467
51.10922589709866,106.93155211394907,22.09119197363567,14.917890939441738
38.490064225776976,102.98589543360205,53.007701899199105,3.7670972732014785
53.75698018345672,90.99674684261808,16.273008438094845,6.357529434578657
43.99361310081195,101.04703127485028,16.95455122917173,0.37123774821532013
47.083062502067236,94.2202960470736,6.569500616213016,49.13777055387114
43.98293387770603,101.70276017876873,29.34947516824177,2.50562087692406
68.52278184508938,109.9319601178157,4.1415596429214165,17.184813377363117
49.86502775262066,123.79025224218029,7.821756262384652,6.4056265720558585
39.422890710440996,81.43276751759726,11.08289100139661,16.156710308139704
58.225449121031886,131.995500619844,14.16969925289397,21.07777267972054
37.791563500289776,70.71868300716247,5.552251671392117,35.4087838484472
52.08863595004755,97.72322357446625,2.439665442882709,4.6240505500907165
30.403298761202244,108.82475809726864,18.86399314858713,0.22113459263394392
36.71813951101569,104.2148780160255,6.811267368730835,2.9441614137478105
